level,name,topic,var,question,mrp_estimate,raw_estimate,yes_bin,n
town,Bolton,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.9036493043604504,NA,Strongly agree or Somewhat agree,40
town,Bolton,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6737340539199141,NA,"Great influence, Moderate influence, or A little influence",32
town,Bolton,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6459451003487691,NA,Excellent or Very good,40
town,Bolton,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.7113814733537506,NA,Completely satisfied or Mostly satisfied,40
town,Bolton,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7079721076947403,NA,Completely or Mostly,40
town,Bolton,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.15731323100173222,NA,Completely or Mostly,40
town,Bolton,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7169089827225549,NA,Always or Usually,21
town,Bolton,Quality of life,q1,Are you satisfied with the city or area where you live?,0.9252749400254673,NA,Yes,40
town,Bolton,Quality of life,q4a,How responsive local government is to the needs of residents,0.5676160749280375,NA,Excellent or Good,32
town,Bolton,Quality of life,q4d,The job done by the police to keep residents safe,0.7398935290530629,NA,Excellent or Good,30
town,Bolton,Quality of life,q4e,The ability of residents to obtain suitable employment,0.490358520051029,NA,Excellent or Good,36
town,Bolton,Quality of life,q4f,As a place to raise children,0.8597569495978902,NA,Excellent or Good,35
town,Bolton,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.7906517345869913,NA,Excellent or Good,39
town,Bolton,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.8274142242352855,NA,Excellent or Good,23
town,Bozrah,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.2929183892788772,NA,"Just getting by, Finding it difficult, Finding it very difficult",24
town,Bozrah,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.08622551586796914,NA,Yes,24
town,Bozrah,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.16969817546434718,NA,Yes,24
town,Bozrah,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.07765786533551446,NA,Yes,24
town,Bozrah,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9320875609466673,NA,Very often or Fairly often,24
town,Bozrah,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.22726082812739654,NA,Strongly agree or Somewhat agree,23
town,Bozrah,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.5613681682651647,NA,Strongly agree or Somewhat agree,23
town,Bozrah,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.6953314517194529,NA,Strongly agree or Somewhat agree,22
town,Bozrah,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.7937120869087134,NA,Strongly disagree or Somewhat disagree,23
town,Bozrah,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.9306935236143846,NA,Strongly agree or Somewhat agree,23
town,Bozrah,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6968739143938618,NA,"Great influence, Moderate influence, or A little influence",16
town,Bozrah,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5800303307785619,NA,Excellent or Very good,24
town,Bozrah,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6951725992802629,NA,Completely satisfied or Mostly satisfied,24
town,Bozrah,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7229985385469335,NA,Completely or Mostly,24
town,Bozrah,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.0944493015827563,NA,Completely or Mostly,24
town,Bozrah,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7266709581178539,NA,Always or Usually,17
town,Bozrah,Quality of life,q1,Are you satisfied with the city or area where you live?,0.8980004323527635,NA,Yes,24
town,Bozrah,Quality of life,q4a,How responsive local government is to the needs of residents,0.5296521270335746,NA,Excellent or Good,20
town,Bozrah,Quality of life,q4d,The job done by the police to keep residents safe,0.7312381940444159,NA,Excellent or Good,19
town,Bozrah,Quality of life,q4e,The ability of residents to obtain suitable employment,0.632488276228546,NA,Excellent or Good,20
town,Bozrah,Quality of life,q4f,As a place to raise children,0.9057923448091744,NA,Excellent or Good,23
town,Bozrah,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.8800679776191852,NA,Excellent or Good,23
town,Bozrah,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.8188884886503381,NA,Excellent or Good,17
town,Branford,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.31026181607084785,NA,"Just getting by, Finding it difficult, Finding it very difficult",220
town,Branford,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.138858843878212,NA,Yes,220
town,Branford,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.13243358064179062,NA,Yes,219
town,Branford,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.12672701443664064,NA,Yes,220
town,Branford,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9089040718526656,NA,Very often or Fairly often,221
town,Branford,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.6674409804507315,NA,Strongly agree or Somewhat agree,219
town,Branford,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.7410226678706507,NA,Strongly agree or Somewhat agree,217
town,Branford,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.8490754142978069,NA,Strongly agree or Somewhat agree,212
town,Branford,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.786570898397295,NA,Strongly disagree or Somewhat disagree,220
town,Branford,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.8954607479190254,NA,Strongly agree or Somewhat agree,212
town,Branford,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.7166378380107897,NA,"Great influence, Moderate influence, or A little influence",166
town,Branford,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6496556135157517,NA,Excellent or Very good,220
town,Branford,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.7203794108223363,NA,Completely satisfied or Mostly satisfied,221
town,Branford,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7213653322105729,NA,Completely or Mostly,220
town,Branford,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.1309327403364152,NA,Completely or Mostly,219
town,Branford,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7520629137152051,NA,Always or Usually,165
town,Branford,Quality of life,q1,Are you satisfied with the city or area where you live?,0.895966591233694,NA,Yes,220
town,Branford,Quality of life,q4a,How responsive local government is to the needs of residents,0.6073982689934865,NA,Excellent or Good,194
town,Branford,Quality of life,q4d,The job done by the police to keep residents safe,0.881406519031109,NA,Excellent or Good,216
town,Branford,Quality of life,q4e,The ability of residents to obtain suitable employment,0.6312171469237143,NA,Excellent or Good,185
town,Branford,Quality of life,q4f,As a place to raise children,0.9008769827279108,NA,Excellent or Good,209
town,Branford,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.9052830577338498,NA,Excellent or Good,216
town,Branford,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.8066464626245341,NA,Excellent or Good,168
town,Bridgeport,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.5183690311984438,NA,"Just getting by, Finding it difficult, Finding it very difficult",2577
town,Bridgeport,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.273448593852923,NA,Yes,2576
town,Bridgeport,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.14538812925295166,NA,Yes,2572
town,Bridgeport,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.25162420115188094,NA,Yes,2579
town,Bridgeport,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.7730201008001979,NA,Very often or Fairly often,2565
town,Bridgeport,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.7496707201351589,NA,Strongly agree or Somewhat agree,2566
town,Bridgeport,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.4702948124203721,NA,Strongly agree or Somewhat agree,2501
town,Bridgeport,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.6119350931010519,NA,Strongly agree or Somewhat agree,2442
town,Bridgeport,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.47738437998861233,NA,Strongly disagree or Somewhat disagree,2521
town,Bridgeport,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.6351632619675408,NA,Strongly agree or Somewhat agree,2462
town,Bridgeport,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.5814674236282387,NA,"Great influence, Moderate influence, or A little influence",2048
town,Bridgeport,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.45067319207128687,NA,Excellent or Very good,2579
town,Bridgeport,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.554631684236139,NA,Completely satisfied or Mostly satisfied,2566
town,Bridgeport,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.6167597188134565,NA,Completely or Mostly,2558
town,Bridgeport,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.17543128448458475,NA,Completely or Mostly,2544
town,Bridgeport,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.5632618043972611,NA,Always or Usually,1560
town,Bridgeport,Quality of life,q1,Are you satisfied with the city or area where you live?,0.7053184434019223,NA,Yes,2547
town,Bridgeport,Quality of life,q4a,How responsive local government is to the needs of residents,0.29495400855870313,NA,Excellent or Good,2168
town,Bridgeport,Quality of life,q4d,The job done by the police to keep residents safe,0.4638655603298091,NA,Excellent or Good,2428
town,Bridgeport,Quality of life,q4e,The ability of residents to obtain suitable employment,0.29388799540745686,NA,Excellent or Good,2207
town,Bridgeport,Quality of life,q4f,As a place to raise children,0.2978173116148552,NA,Excellent or Good,2344
town,Bridgeport,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.5563771481082019,NA,Excellent or Good,2385
town,Bridgeport,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.4982869803156273,NA,Excellent or Good,1626
town,Bridgewater,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.2377516818710221,NA,"Just getting by, Finding it difficult, Finding it very difficult",27
town,Bridgewater,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.0663412295517682,NA,Yes,27
town,Bridgewater,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.0582340575369561,NA,Yes,27
town,Bridgewater,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.05904751470927993,NA,Yes,27
town,Bridgewater,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9616303906101701,NA,Very often or Fairly often,26
town,Bridgewater,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.11842109160610076,NA,Strongly agree or Somewhat agree,27
town,Bridgewater,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.6328742076663393,NA,Strongly agree or Somewhat agree,26
town,Bridgewater,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.8016980652486689,NA,Strongly agree or Somewhat agree,27
town,Bridgewater,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.8123368953301883,NA,Strongly disagree or Somewhat disagree,25
town,Bridgewater,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.937463825313754,NA,Strongly agree or Somewhat agree,27
town,Bridgewater,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.7530257425136339,NA,"Great influence, Moderate influence, or A little influence",22
town,Bridgewater,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6197795893854566,NA,Excellent or Very good,27
town,Bridgewater,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.7502319140985415,NA,Completely satisfied or Mostly satisfied,27
town,Bridgewater,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7539187391267089,NA,Completely or Mostly,27
town,Bridgewater,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.10930791181878863,NA,Completely or Mostly,27
town,Bridgewater,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7427365520914806,NA,Always or Usually,12
town,Bridgewater,Quality of life,q1,Are you satisfied with the city or area where you live?,0.8989021435352041,NA,Yes,27
town,Bridgewater,Quality of life,q4a,How responsive local government is to the needs of residents,0.719188018048499,NA,Excellent or Good,26
town,Bridgewater,Quality of life,q4d,The job done by the police to keep residents safe,0.8296422172700251,NA,Excellent or Good,24
town,Bridgewater,Quality of life,q4e,The ability of residents to obtain suitable employment,0.581937758893349,NA,Excellent or Good,16
town,Bridgewater,Quality of life,q4f,As a place to raise children,0.9581249613467923,NA,Excellent or Good,26
town,Bridgewater,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.930450208488879,NA,Excellent or Good,27
town,Bridgewater,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.8540577178305782,NA,Excellent or Good,14
town,Bristol,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.3886091014396002,NA,"Just getting by, Finding it difficult, Finding it very difficult",638
town,Bristol,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.18614319369300983,NA,Yes,636
town,Bristol,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.11896620702318883,NA,Yes,637
town,Bristol,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.14590885108304205,NA,Yes,636
town,Bristol,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9027881057440607,NA,Very often or Fairly often,637
town,Bristol,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.6600957010084172,NA,Strongly agree or Somewhat agree,633
town,Bristol,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.5803943078784942,NA,Strongly agree or Somewhat agree,623
town,Bristol,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.7617173551173386,NA,Strongly agree or Somewhat agree,616
town,Bristol,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.6413081449385744,NA,Strongly disagree or Somewhat disagree,624
town,Bristol,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.7710186796257733,NA,Strongly agree or Somewhat agree,619
town,Bristol,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6130518970481539,NA,"Great influence, Moderate influence, or A little influence",527
town,Bristol,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5252374045021719,NA,Excellent or Very good,637
town,Bristol,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6012111263977542,NA,Completely satisfied or Mostly satisfied,635
town,Bristol,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.6906705703955586,NA,Completely or Mostly,635
town,Bristol,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.1311230647869513,NA,Completely or Mostly,633
town,Bristol,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6750267698060586,NA,Always or Usually,372
town,Bristol,Quality of life,q1,Are you satisfied with the city or area where you live?,0.8081274368008816,NA,Yes,631
town,Bristol,Quality of life,q4a,How responsive local government is to the needs of residents,0.4476665616221642,NA,Excellent or Good,539
town,Bristol,Quality of life,q4d,The job done by the police to keep residents safe,0.7169158636559836,NA,Excellent or Good,612
town,Bristol,Quality of life,q4e,The ability of residents to obtain suitable employment,0.4549360200966826,NA,Excellent or Good,549
town,Bristol,Quality of life,q4f,As a place to raise children,0.6098979351782989,NA,Excellent or Good,590
town,Bristol,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.7338174247096446,NA,Excellent or Good,616
town,Bristol,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7190302617850953,NA,Excellent or Good,377
town,Brookfield,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.3340215742991373,NA,"Just getting by, Finding it difficult, Finding it very difficult",117
town,Brookfield,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.16834715293824604,NA,Yes,117
town,Brookfield,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.06206921539573823,NA,Yes,117
town,Brookfield,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.0642360417806766,NA,Yes,117
town,Brookfield,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9472050047781535,NA,Very often or Fairly often,117
town,Brookfield,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.3091489194731065,NA,Strongly agree or Somewhat agree,116
town,Brookfield,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.653229858682667,NA,Strongly agree or Somewhat agree,116
town,Brookfield,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.7384622078624016,NA,Strongly agree or Somewhat agree,109
town,Brookfield,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.7516985559962803,NA,Strongly disagree or Somewhat disagree,116
town,Brookfield,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.8280169976395282,NA,Strongly agree or Somewhat agree,113
town,Brookfield,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.7762091244800348,NA,"Great influence, Moderate influence, or A little influence",68
town,Brookfield,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5855078589521887,NA,Excellent or Very good,117
town,Brookfield,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6558919003850869,NA,Completely satisfied or Mostly satisfied,116
town,Brookfield,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.6928936224062424,NA,Completely or Mostly,117
town,Brookfield,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.17591559126056713,NA,Completely or Mostly,117
town,Brookfield,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6927284960080616,NA,Always or Usually,86
town,Brookfield,Quality of life,q1,Are you satisfied with the city or area where you live?,0.8472353809947097,NA,Yes,117
town,Brookfield,Quality of life,q4a,How responsive local government is to the needs of residents,0.49087766659672105,NA,Excellent or Good,99
town,Brookfield,Quality of life,q4d,The job done by the police to keep residents safe,0.7759764693956658,NA,Excellent or Good,114
town,Brookfield,Quality of life,q4e,The ability of residents to obtain suitable employment,0.623373614994484,NA,Excellent or Good,102
town,Brookfield,Quality of life,q4f,As a place to raise children,0.838576687292884,NA,Excellent or Good,106
town,Brookfield,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.9043098213752864,NA,Excellent or Good,113
town,Brookfield,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.8227397842112534,NA,Excellent or Good,91
town,Brooklyn,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.40270020189556127,NA,"Just getting by, Finding it difficult, Finding it very difficult",77
town,Brooklyn,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.1484641998488214,NA,Yes,77
town,Brooklyn,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.08138916113791186,NA,Yes,77
town,Brooklyn,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.10191159987764323,NA,Yes,77
town,Brooklyn,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9067603502324091,NA,Very often or Fairly often,77
town,Brooklyn,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.37147108717795024,NA,Strongly agree or Somewhat agree,77
town,Brooklyn,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.6424991131650831,NA,Strongly agree or Somewhat agree,75
town,Brooklyn,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.6339379994738276,NA,Strongly agree or Somewhat agree,76
town,Brooklyn,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.7360644546123156,NA,Strongly disagree or Somewhat disagree,76
town,Brooklyn,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.8689263105125767,NA,Strongly agree or Somewhat agree,77
town,Brooklyn,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6357125514476384,NA,"Great influence, Moderate influence, or A little influence",58
town,Brooklyn,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.542836467037121,NA,Excellent or Very good,77
town,Brooklyn,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6669906995863644,NA,Completely satisfied or Mostly satisfied,76
town,Brooklyn,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.676071406203639,NA,Completely or Mostly,77
town,Brooklyn,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.10997103824371242,NA,Completely or Mostly,77
town,Brooklyn,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6658147882307532,NA,Always or Usually,52
town,Brooklyn,Quality of life,q1,Are you satisfied with the city or area where you live?,0.8192640241248547,NA,Yes,77
town,Brooklyn,Quality of life,q4a,How responsive local government is to the needs of residents,0.46705058878086553,NA,Excellent or Good,71
town,Brooklyn,Quality of life,q4d,The job done by the police to keep residents safe,0.7144023899603663,NA,Excellent or Good,73
town,Brooklyn,Quality of life,q4e,The ability of residents to obtain suitable employment,0.34812431930870674,NA,Excellent or Good,70
town,Brooklyn,Quality of life,q4f,As a place to raise children,0.8658350658427636,NA,Excellent or Good,72
town,Brooklyn,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.7294218550977462,NA,Excellent or Good,72
town,Brooklyn,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7740310470888933,NA,Excellent or Good,54
town,Burlington,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.26488482059531476,NA,"Just getting by, Finding it difficult, Finding it very difficult",37
town,Burlington,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.07715599964054229,NA,Yes,37
town,Burlington,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.06144938401584345,NA,Yes,37
town,Burlington,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.06504917124311782,NA,Yes,37
town,Burlington,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9566126725515233,NA,Very often or Fairly often,37
town,Burlington,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.2033289548259034,NA,Strongly agree or Somewhat agree,35
town,Burlington,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.6949238642806687,NA,Strongly agree or Somewhat agree,36
town,Burlington,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.639986557223957,NA,Strongly agree or Somewhat agree,34
town,Burlington,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.8266286174568165,NA,Strongly disagree or Somewhat disagree,36
town,Burlington,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.9533003306406332,NA,Strongly agree or Somewhat agree,37
town,Burlington,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.7448304849937802,NA,"Great influence, Moderate influence, or A little influence",28
town,Burlington,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6831369415994045,NA,Excellent or Very good,37
town,Burlington,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.7580797522391698,NA,Completely satisfied or Mostly satisfied,37
town,Burlington,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7574634797379196,NA,Completely or Mostly,37
town,Burlington,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.09121227993195083,NA,Completely or Mostly,36
town,Burlington,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7397103202621569,NA,Always or Usually,15
town,Burlington,Quality of life,q1,Are you satisfied with the city or area where you live?,0.9161876667831352,NA,Yes,35
town,Burlington,Quality of life,q4a,How responsive local government is to the needs of residents,0.6614115964673113,NA,Excellent or Good,30
town,Burlington,Quality of life,q4d,The job done by the police to keep residents safe,0.8626753402527811,NA,Excellent or Good,35
town,Burlington,Quality of life,q4e,The ability of residents to obtain suitable employment,0.6455099448822843,NA,Excellent or Good,27
town,Burlington,Quality of life,q4f,As a place to raise children,0.9352924415228239,NA,Excellent or Good,34
town,Burlington,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.8527058656402718,NA,Excellent or Good,37
town,Burlington,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7673840972120906,NA,Excellent or Good,15
town,Canaan,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.3500411979515439,NA,"Just getting by, Finding it difficult, Finding it very difficult",17
town,Canaan,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.1552196175387547,NA,Yes,18
town,Canaan,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.08880938874495854,NA,Yes,18
town,Canaan,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.0952922371825506,NA,Yes,18
town,Canaan,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9036971705747849,NA,Very often or Fairly often,18
