level,name,topic,var,question,mrp_estimate,raw_estimate,yes_bin,n
town,Burlington,Quality of Life,q4a,How responsive local government is to the needs of residents,0.6823480060106476,0.6712932254344951,Excellent or Good,28
town,Burlington,Quality of Life,q4d,The job done by the police to keep residents safe,0.8375359397874813,0.8075646665353126,Excellent or Good,32
town,Burlington,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.63282104431783,0.6360272377065034,Excellent or Good,26
town,Burlington,Quality of Life,q4f,As a place to raise children,0.9269052922380904,0.915338587306103,Excellent or Good,31
town,Burlington,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.8965050135016576,0.8898739536045746,Excellent or Good,34
town,Burlington,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.8576067243555182,0.8803641783641576,Excellent or Good,12
town,Canaan,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.682726999480564,0.6080226597113744,Living comfortably or doing alright,15
town,Canaan,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.13331387075068463,0.2488119062647068,Yes,16
town,Canaan,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.07262391849395547,0.12055866693433952,Yes,16
town,Canaan,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.09300328712576504,0.06088593894118842,Yes,16
town,Canaan,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.9061732747257484,0.8233591144160538,Very often or fairly often,16
town,Canaan,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.2628460095287756,0.22883151014880787,Strongly or Somewhat agree,16
town,Canaan,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.6096474767687347,0.5882940282154774,Strongly or Somewhat agree,16
town,Canaan,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.7144010229860541,0.7532250425046331,Strongly or Somewhat agree,16
town,Canaan,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.25909361085212645,0.22904397911654625,Strongly or Somewhat agree,16
town,Canaan,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.8981352199973524,0.8917271567855316,Strongly or Somewhat agree,16
town,Canaan,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.8592900171991096,0.8703237691364023,Strongly or Somewhat agree,10
town,Canaan,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6881511575610044,0.7096335008724575,"Great, Moderate, or A Little influence",11
town,Canaan,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5868158454525749,0.5926149499789242,Excellent or Very Good,16
town,Canaan,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.7102550411718579,0.7889006976664386,Completely or Mostly,16
town,Canaan,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.711083007108271,0.7391347953692387,Completely or Mostly,16
town,Canaan,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.09453121616002948,0,Completely or Mostly,16
town,Canaan,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7154945292571271,0.6844927681524144,Always or Usually,13
town,Canaan,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.8904003907830436,1,Yes,16
town,Canaan,Quality of Life,q4a,How responsive local government is to the needs of residents,0.6493451237216824,0.8497040462163965,Excellent or Good,14
town,Canaan,Quality of Life,q4d,The job done by the police to keep residents safe,0.8379349239758506,0.8736960133197023,Excellent or Good,14
town,Canaan,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.5613156161444376,0.7056563854008815,Excellent or Good,15
town,Canaan,Quality of Life,q4f,As a place to raise children,0.9175753037567078,1,Excellent or Good,16
town,Canaan,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.788610594920205,0.7634739174551644,Excellent or Good,16
town,Canaan,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.8192009897115794,0.8846258501669033,Excellent or Good,14
town,Canterbury,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.7696765553634093,0.8526627766158953,Living comfortably or doing alright,61
town,Canterbury,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.08396727776013509,0.06899162444057783,Yes,61
town,Canterbury,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.1024810141241978,0.17573931350457428,Yes,61
town,Canterbury,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.06896859037209156,0.01919982633715748,Yes,61
town,Canterbury,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.9503671311020774,0.9802578825845754,Very often or fairly often,60
town,Canterbury,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.22203397402641964,0.2230725110552361,Strongly or Somewhat agree,61
town,Canterbury,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.3081034856651896,0.23385995816888033,Strongly or Somewhat agree,60
town,Canterbury,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.5040314008822859,0.45608667341451514,Strongly or Somewhat agree,55
town,Canterbury,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.30503216708861014,0.3430671606682822,Strongly or Somewhat agree,58
town,Canterbury,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.8522143115505244,0.8037945571209503,Strongly or Somewhat agree,58
town,Canterbury,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.8987344757160649,0.9194374677748728,Strongly or Somewhat agree,39
town,Canterbury,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.7223976830559683,0.7640326061868469,"Great, Moderate, or A Little influence",45
town,Canterbury,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6211784327987119,0.6406324390355028,Excellent or Very Good,61
town,Canterbury,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.692718441872838,0.6726649722673819,Completely or Mostly,60
town,Canterbury,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7214050182182872,0.7331538979947012,Completely or Mostly,59
town,Canterbury,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.07639695823428488,0.01773030120081515,Completely or Mostly,60
town,Canterbury,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7605720334614838,0.8515785449362931,Always or Usually,34
town,Canterbury,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.8167914362753036,0.7848776489638306,Yes,60
town,Canterbury,Quality of Life,q4a,How responsive local government is to the needs of residents,0.5992195948119844,0.6222361946713664,Excellent or Good,51
town,Canterbury,Quality of Life,q4d,The job done by the police to keep residents safe,0.5373762493112737,0.4225980320401979,Excellent or Good,48
town,Canterbury,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.5009567032663768,0.49299776646609406,Excellent or Good,55
town,Canterbury,Quality of Life,q4f,As a place to raise children,0.770780326284496,0.7587389529634964,Excellent or Good,56
town,Canterbury,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.6976452936702987,0.64416811137564145,Excellent or Good,50
town,Canterbury,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7276994379374812,0.6570294822384266,Excellent or Good,35
town,Canton,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.7462689094625539,0.7663068975078952,Living comfortably or doing alright,65
town,Canton,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.14136527459085377,0.16750781592538722,Yes,65
town,Canton,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.04840725900233397,0.03702832161541961,Yes,65
town,Canton,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.10943090277598733,0.136786188362125,Yes,65
town,Canton,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.843633546146095,0.7996239989549243,Very often or fairly often,65
town,Canton,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.6229369349668796,0.6315025193065965,Strongly or Somewhat agree,65
town,Canton,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.7870521776965406,0.8161000042439691,Strongly or Somewhat agree,65
town,Canton,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.7874077414078345,0.8200961651480609,Strongly or Somewhat agree,61
town,Canton,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.33836291736022006,0.34046259453652333,Strongly or Somewhat agree,64
town,Canton,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.9392095047085932,0.9481154183985332,Strongly or Somewhat agree,65
town,Canton,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.9292788428206158,0.949876410289236,Strongly or Somewhat agree,44
town,Canton,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.8103103323365725,0.882426144563924,"Great, Moderate, or A Little influence",50
town,Canton,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6388669714850778,0.6601956715011256,Excellent or Very Good,64
town,Canton,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.686709274473905,0.6649605872287501,Completely or Mostly,64
town,Canton,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7252412889338448,0.7070262660325041,Completely or Mostly,63
town,Canton,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.11350706191210642,0.12455553579804676,Completely or Mostly,65
town,Canton,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6626425260780683,0.5872258068927869,Always or Usually,41
town,Canton,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.9339223432573402,0.9663582230883738,Yes,64
town,Canton,Quality of Life,q4a,How responsive local government is to the needs of residents,0.6819284872403009,0.7201184571813074,Excellent or Good,53
town,Canton,Quality of Life,q4d,The job done by the police to keep residents safe,0.8689692848311779,0.8804276221425811,Excellent or Good,64
town,Canton,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.5553517635414271,0.5742260795845813,Excellent or Good,50
town,Canton,Quality of Life,q4f,As a place to raise children,0.9320525743478768,0.9525962969124512,Excellent or Good,60
town,Canton,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.90695283383464,0.9310439917065229,Excellent or Good,65
town,Canton,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7744746382942306,0.7617075363265952,Excellent or Good,41
town,Chaplin,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.6435316072500202,0.6055088536130988,Living comfortably or doing alright,28
town,Chaplin,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.10717437719330976,0.03068740608443203,Yes,27
town,Chaplin,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.07842055852989825,0.08846283328218336,Yes,28
town,Chaplin,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.11984614260710363,0.11438899080491832,Yes,28
town,Chaplin,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.8939804858671497,0.864218986535062,Very often or fairly often,28
town,Chaplin,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.14136553397535567,0.05934695708191499,Strongly or Somewhat agree,28
town,Chaplin,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.5681798597244184,0.5284356886304452,Strongly or Somewhat agree,28
town,Chaplin,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.683736755261652,0.6801201818098696,Strongly or Somewhat agree,27
town,Chaplin,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.2946462911342772,0.3040365336882858,Strongly or Somewhat agree,28
town,Chaplin,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.8427080210978465,0.8170723922911358,Strongly or Somewhat agree,27
town,Chaplin,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.8655950941803547,0.9286156248412406,Strongly or Somewhat agree,17
town,Chaplin,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6541105111484451,0.6250755006135795,"Great, Moderate, or A Little influence",19
town,Chaplin,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5855389401640438,0.6618944925399319,Excellent or Very Good,28
town,Chaplin,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6753817219376808,0.7037774585861083,Completely or Mostly,28
town,Chaplin,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.681457036139109,0.6469176470251824,Completely or Mostly,28
town,Chaplin,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.14361029809554682,0.2042893122311895,Completely or Mostly,28
town,Chaplin,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6841299293466113,0.6454844843198584,Always or Usually,17
town,Chaplin,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.8238222604136949,0.8092935985243583,Yes,28
town,Chaplin,Quality of Life,q4a,How responsive local government is to the needs of residents,0.4623685021829408,0.4159644454599374,Excellent or Good,23
town,Chaplin,Quality of Life,q4d,The job done by the police to keep residents safe,0.6875137851120058,0.6369536615279164,Excellent or Good,26
town,Chaplin,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.49411893686634584,0.549046636525998,Excellent or Good,23
town,Chaplin,Quality of Life,q4f,As a place to raise children,0.7877569695188983,0.7925704634737559,Excellent or Good,25
town,Chaplin,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.8011823476677402,0.8515508321495796,Excellent or Good,26
town,Chaplin,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.769313149864959,0.7955198734876368,Excellent or Good,16
town,Cheshire,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.7600317995478648,0.7654872346106811,Living comfortably or doing alright,310
town,Cheshire,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.08805474684083246,0.09107894598064611,Yes,311
town,Cheshire,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.07395392455170482,0.07906859135515898,Yes,310
town,Cheshire,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.07260235508113584,0.07085287191039606,Yes,311
town,Cheshire,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.931277486304852,0.926452362772888,Very often or fairly often,310
town,Cheshire,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.4047503606359655,0.40018111670698014,Strongly or Somewhat agree,310
town,Cheshire,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.8457260467239252,0.8561083606984686,Strongly or Somewhat agree,307
town,Cheshire,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.8360571355976568,0.844693704198916,Strongly or Somewhat agree,298
town,Cheshire,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.19317368606419705,0.191055021847922,Strongly or Somewhat agree,307
town,Cheshire,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.9481590558389068,0.9504157473370748,Strongly or Somewhat agree,304
town,Cheshire,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.9158033859961532,0.919029434189962,Strongly or Somewhat agree,217
town,Cheshire,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.7120701060994326,0.7079219592267917,"Great, Moderate, or A Little influence",240
town,Cheshire,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6824040549356878,0.6839141927875372,Excellent or Very Good,311
town,Cheshire,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6961381492865858,0.6894012340031211,Completely or Mostly,312
town,Cheshire,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.750162337963071,0.7519513829643566,Completely or Mostly,310
town,Cheshire,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.0862905459025682,0.08263656212434403,Completely or Mostly,309
town,Cheshire,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.8143768396296933,0.8452149698973693,Always or Usually,169
town,Cheshire,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.90987872643515,0.9137709150686116,Yes,308
town,Cheshire,Quality of Life,q4a,How responsive local government is to the needs of residents,0.6644933756273184,0.6768087082894961,Excellent or Good,267
town,Cheshire,Quality of Life,q4d,The job done by the police to keep residents safe,0.8656041917949099,0.8715202524883533,Excellent or Good,305
town,Cheshire,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.6100317295500107,0.617572147264091,Excellent or Good,269
town,Cheshire,Quality of Life,q4f,As a place to raise children,0.9330916473367432,0.937574946334258,Excellent or Good,293
town,Cheshire,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.9072507965218274,0.9138966965583296,Excellent or Good,298
town,Cheshire,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.8292724807610613,0.8288198605317787,Excellent or Good,187
town,Chester,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.7035193527567476,0.7036787113511598,Living comfortably or doing alright,25
town,Chester,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.08559360021800377,0.06213008142159136,Yes,25
town,Chester,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.04800848396374256,0,Yes,25
town,Chester,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.08199730479817562,0.04811037701771937,Yes,25
town,Chester,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.9023007803866896,0.8629746809038271,Very often or fairly often,25
town,Chester,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.535107697887807,0.5557809884470352,Strongly or Somewhat agree,25
town,Chester,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.7312527254974991,0.7609832278949518,Strongly or Somewhat agree,24
town,Chester,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.6520277221313129,0.639296085169293,Strongly or Somewhat agree,23
town,Chester,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.3610290053463588,0.44695916834711413,Strongly or Somewhat agree,25
town,Chester,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.935447383625402,0.973215139343138,Strongly or Somewhat agree,25
town,Chester,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.8922216551769595,0.9159840272312612,Strongly or Somewhat agree,16
town,Chester,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.7102958443767297,0.7500121357605415,"Great, Moderate, or A Little influence",20
town,Chester,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5109568535707083,0.40120404063327103,Excellent or Very Good,25
town,Chester,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.691955785719234,0.6847819214511021,Completely or Mostly,25
town,Chester,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.6932357196475037,0.6403950151670911,Completely or Mostly,25
town,Chester,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.15139460209180253,0.21679628812460783,Completely or Mostly,25
town,Chester,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7338854591447006,0.7689772401304862,Always or Usually,12
town,Chester,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.8678737693035736,0.8843001972646842,Yes,25
town,Chester,Quality of Life,q4a,How responsive local government is to the needs of residents,0.6216094471556697,0.6847242555139484,Excellent or Good,21
town,Chester,Quality of Life,q4d,The job done by the police to keep residents safe,0.8470971211749936,0.8602450087558245,Excellent or Good,25
town,Chester,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.43421251106813463,0.3905658532792922,Excellent or Good,24
town,Chester,Quality of Life,q4f,As a place to raise children,0.8735805791002763,0.894723592365418,Excellent or Good,22
town,Chester,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.781304345222399,0.7709904683081419,Excellent or Good,24
town,Chester,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.8209215027921392,0.857333748158536,Excellent or Good,12
town,Clinton,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.7304176257739591,0.731308116416617,Living comfortably or doing alright,47
town,Clinton,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.09863872332794314,0.10267628177070326,Yes,47
town,Clinton,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.05554157147036905,0.04929276466959514,Yes,47
town,Clinton,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.05765320035142152,0.02847424106073681,Yes,46
town,Clinton,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.9705736643889924,1,Very often or fairly often,47
town,Clinton,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.3811666799835585,0.3881672754787764,Strongly or Somewhat agree,47
town,Clinton,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.6751875863694775,0.6802921349237474,Strongly or Somewhat agree,47
town,Clinton,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.8175713257126067,0.8351091049739184,Strongly or Somewhat agree,44
town,Clinton,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.21348011605043368,0.20037536036965717,Strongly or Somewhat agree,47
town,Clinton,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.9183915965674396,0.9161851636183468,Strongly or Somewhat agree,44
town,Clinton,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.8093292444371686,0.7962386086738363,Strongly or Somewhat agree,28
town,Clinton,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6858891612292858,0.6775744821597652,"Great, Moderate, or A Little influence",37
town,Clinton,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6571531098272927,0.6775769960279625,Excellent or Very Good,47
town,Clinton,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6720605306488849,0.6479200183931043,Completely or Mostly,47
town,Clinton,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.6896852834388543,0.6496386925384896,Completely or Mostly,47
town,Clinton,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.1178435534167162,0.12477946538805935,Completely or Mostly,46
town,Clinton,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7328538010479184,0.7176708289781617,Always or Usually,21
town,Clinton,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.8875441302726471,0.8915499098672426,Yes,47
town,Clinton,Quality of Life,q4a,How responsive local government is to the needs of residents,0.5725081480366369,0.5649937178921198,Excellent or Good,38
town,Clinton,Quality of Life,q4d,The job done by the police to keep residents safe,0.9005077868321852,0.9088356221329636,Excellent or Good,44
town,Clinton,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.49449116588370445,0.4815760361414639,Excellent or Good,38
town,Clinton,Quality of Life,q4f,As a place to raise children,0.8776263384537522,0.8788360244290246,Excellent or Good,40
town,Clinton,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.89082332259576,0.9013709367776712,Excellent or Good,43
town,Clinton,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.8833966163826997,0.914771880254918,Excellent or Good,23
town,Colchester,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.6593234558270196,0.6338552621317509,Living comfortably or doing alright,69
town,Colchester,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.122963509701344,0.13585264392649593,Yes,69
town,Colchester,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.06965206162958415,0.0732043308775372,Yes,69
town,Colchester,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.09621830063255248,0.10424486110733493,Yes,69
town,Colchester,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.931136683511192,0.9201002562303278,Very often or fairly often,69
town,Colchester,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.5069522751318878,0.5010154495129042,Strongly or Somewhat agree,66
town,Colchester,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.798834817387241,0.8087193355072214,Strongly or Somewhat agree,66
town,Colchester,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.6230088228896071,0.5981812445971163,Strongly or Somewhat agree,62
town,Colchester,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.18441539729936304,0.190729911283534,Strongly or Somewhat agree,64
town,Colchester,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.915074934632842,0.909654053797343,Strongly or Somewhat agree,68
town,Colchester,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.7866922584497573,0.756228664514893,Strongly or Somewhat agree,40
town,Colchester,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6916712492997777,0.6726718963247945,"Great, Moderate, or A Little influence",50
town,Colchester,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5449619188868858,0.47161556721488446,Excellent or Very Good,69
town,Colchester,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.611463333956384,0.5642136021749731,Completely or Mostly,68
town,Colchester,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7057085475664918,0.674241673710741,Completely or Mostly,69
town,Colchester,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.17342077039467887,0.20498873416274485,Completely or Mostly,69
